publish_date,ticker,article_sentiment,average_market_sentiment,average_market_percent_change,RatingScore_pct_change,analyst_score_pct_change,target_median_price_pct_change,target_score,Yesterday_Percent_Change,Next_Day_Percent_Change,article_sentiment_class,average_market_sentiment_class
2025-01-13,CRM,0.20526088900206546,0.22319171892532313,-0.0103390149376735,0.0,0.0,0.0,27.6948625928376,1.42,-0.45,Neutral,Neutral
2025-01-14,CRM,0.25596501611663947,0.1752274273316473,0.0055300476518219,0.0,0.0,0.0,25.94752118346156,-0.45,-2.64,Neutral,Neutral
2025-01-15,CRM,0.2696854147535966,0.18224788776453,0.0254384463236053,0.0,0.0,0.0,26.325290864307775,-2.64,-0.91,Neutral,Neutral
2025-01-16,CRM,0.15861975220959595,0.18710622464131316,-0.0016432191116749,33.33,0.0,0.0,26.88379623863494,-0.91,-1.27,Neutral,Neutral
2025-01-17,CRM,0.24764999999999995,0.1453042249492506,0.0072483924871516,0.0,0.71,0.61,26.88379623863494,-1.27,-1.27,Neutral,Neutral
2025-01-20,CRM,0.27940031080031075,0.22293296736858914,0.0162671252328616,0.0,0.0,0.0,26.41085915474268,-1.27,-0.78,Neutral,Neutral
2025-01-21,CRM,0.2331846917450366,0.20520699870966036,0.0069182672343297,0.0,0.0,0.0,25.600412886586543,-0.78,0.41,Neutral,Neutral
2025-01-22,CRM,0.267102766528573,0.20604826087762684,0.0165398473800671,0.0,0.0,0.0,23.683048754117717,0.41,0.7,Neutral,Neutral
2024-12-24,GLW,0.6157583333333334,0.24584206124075544,0.014819785561153,0.0,0.0,0.0,13.6,1.16,-1.7,Bullish,Neutral
2025-01-02,GLW,0.4943071428571428,0.2191855055269697,-0.0024224904331026,0.0,0.0,0.0,13.6,-1.7,1.17,Bullish,Neutral
2025-01-06,GLW,0.2966833333333333,0.1996682244854761,0.0221002380160894,0.0,0.0,0.0,13.6,1.17,-0.15,Neutral,Neutral
2025-01-09,GLW,0.4346666666666666,0.20035454226875526,-0.0128208993102184,0.0,0.0,0.0,13.6,-0.15,-0.15,Bullish,Neutral
2025-01-15,GLW,0.4879999999999999,0.23021217935820584,0.0254384463236053,0.0,0.0,0.0,10.61910619106191,1.31,3.77,Bullish,Neutral
2024-12-18,GME,0.2849409090909091,0.18069553738933675,-0.0104674614631679,0.0,0.0,0.0,-68.01023672424824,-8.2,-0.53,Neutral,Neutral
2024-12-19,GME,0.2696148809523809,0.17910503390628735,-0.020774095839492,0.0,0.0,0.0,-68.01023672424824,-0.53,3.6199999999999997,Neutral,Neutral
