ticker,date,Stock_Category,Avg_Aggregated_Score,Avg_Daily_Percent_Difference,Avg_Next_Daily_Percent_Difference,Avg_AI_Score,Avg_Sentiment_Score,Avg_Health_Score,Rolling_7day_Avg,Rolling_Avg_Rank,Pct_Change_From_Previous,Pct_Change_Rank,Composite_Rank,Top_10_Next_Day_Avg,Top_10_Today_Day_Avg,Cumulative_Top_10_Score
AVGO,2024-12-17,Semiconductor,39.98946326799062,-3.9080017089843753,-9.120421593051145,10.419047619047618,0.2354726560752075,109.31386952884903,39.98946326799062,13.0,,,,-4.292190196061458,0.2120008380014172,-4.292190196061458
GOOGL,2024-12-17,AI,53.18829260295892,-0.6305326299569145,-3.5922650385002934,11.652834008097166,0.23749168102777077,147.67455211975184,53.18829260295892,6.0,,,,-4.292190196061458,0.2120008380014172,-4.292190196061458
CRM,2024-12-17,Software,55.5243752043269,-1.7523751009442996,-3.9148617222515205,8.620833333333334,0.24453890395206954,157.7077533756953,55.5243752043269,4.0,,,,-4.292190196061458,0.2120008380014172,-4.292190196061458
PTON,2024-12-17,Unknown,10.320622120586668,3.1219482421875,-0.2132244938129617,-21.0,0.2510495847180628,51.71081677704194,10.320622120586668,23.0,,,,-4.292190196061458,0.2120008380014172,-4.292190196061458
TSLA,2024-12-17,Transportation,21.18311262447179,3.636991217973827,-8.279494369517476,14.93264942016057,0.22232288110026371,48.3943655721545,21.18311262447179,19.0,,,,-4.292190196061458,0.2120008380014172,-4.292190196061458
AMD,2024-12-17,Semiconductor,57.24150086347327,-1.3181827817172995,-2.8875324571185237,3.5392156862745106,0.3123911384910872,167.87289576565425,57.24150086347327,3.0,,,,-4.292190196061458,0.2120008380014172,-4.292190196061458
AMZN,2024-12-17,Software,40.69658787572323,-0.7641775792156067,-4.5987410359975405,4.4,0.19305225138472945,117.49671137578497,40.69658787572323,12.0,,,,-4.292190196061458,0.2120008380014172,-4.292190196061458
GSAT,2024-12-17,Space / Communication,73.65467026909548,-2.564106169380135,-2.6315764707211,4.440892098500626e-16,0.18408291805139615,220.779927889235,73.65467026909548,1.0,,,,-4.292190196061458,0.2120008380014172,-4.292190196061458
NOW,2024-12-17,Software,28.300902192618636,-1.346108368200249,-4.820042870036595,-21.166666666666668,0.21704502122599934,105.85232822329658,28.300902192618636,18.0,,,,-4.292190196061458,0.2120008380014172,-4.292190196061458
SMCI,2024-12-17,Semiconductor,42.302461585965105,1.0765568933487488,-4.644969616161315,6.178571428571429,0.2862637845684575,120.44254954475544,42.302461585965105,11.0,,,,-4.292190196061458,0.2120008380014172,-4.292190196061458
NFLX,2024-12-17,Entertainment,28.68756278736899,-0.21170931632979312,-3.218262588828786,-8.583333333333334,0.44379610656922747,94.20222558887107,28.68756278736899,17.0,,,,-4.292190196061458,0.2120008380014172,-4.292190196061458
MSFT,2024-12-17,Software,52.11264913377316,0.635531154467846,-3.7561011150808716,3.8381006864988567,0.22177373513869253,152.27807297968187,52.11264913377316,7.0,,,,-4.292190196061458,0.2120008380014172,-4.292190196061458
SMR,2024-12-18,Energy,21.36783563944067,-11.976041380769356,-0.5232882170373038,14.666666666666664,0.26231194976854794,49.174528301886795,19.514997936122178,18.0,20.98087299510787,4.0,11.0,0.5625184204381448,-3.3652118733512664,-3.7296717756233138
GSAT,2024-12-18,Space / Communication,83.02238566321367,-2.6315764707211,1.6216200542241166,27.333333333333332,0.2425955861321843,221.49122807017548,78.33852796615457,1.0,12.71842689661562,5.0,3.0,0.5625184204381448,-3.3652118733512664,-3.7296717756233138
TDS,2024-12-18,Space / Communication,40.84202825286741,-2.015412778149813,2.0568671413460664,-20.666666666666668,-0.0267102724536743,143.21946169772255,43.18465645199886,10.0,-10.291095623570412,16.0,13.0,0.5625184204381448,-3.3652118733512664,-3.7296717756233138
SMCI,2024-12-18,Semiconductor,37.463928040153654,-4.644969616161315,-3.071671688424329,-8.75,0.418164903767411,120.72361921669355,39.883194813059376,13.0,-11.437947969006023,17.0,15.0,0.5625184204381448,-3.3652118733512664,-3.7296717756233138
GOOGL,2024-12-18,AI,56.87311849750356,-3.592265038500294,0.05838673774692471,22.33333333333333,0.21546857896468324,148.07055358021267,55.03070555023124,5.0,6.927889041393387,9.0,7.0,0.5625184204381448,-3.3652118733512664,-3.7296717756233138
ACHR,2024-12-18,Transportation,49.85129846621853,-1.5401577664759039,-5.9217848521351915,28.0,0.21906225279885094,121.33483314585675,50.65716260588039,8.0,-3.131817891887456,15.0,11.5,0.5625184204381448,-3.3652118733512664,-3.7296717756233138
AVGO,2024-12-18,Semiconductor,39.984904567619594,0.0,-9.120421593051145,10.85714285714286,0.26799957244969874,108.82957127326623,39.98718391780511,12.0,-0.011399753831342618,14.0,13.0,0.5625184204381448,-3.3652118733512664,-3.7296717756233138
MSFT,2024-12-18,Software,56.086104680047114,-3.7561011150808716,-0.08231003385616752,16.14285714285714,0.2714202183885927,151.84403667889563,54.09937690691014,7.0,7.624742960339814,8.0,7.5,0.5625184204381448,-3.3652118733512664,-3.7296717756233138
AMD,2024-12-18,Semiconductor,59.679396053751155,-2.8875324571185237,-2.0838533336450196,10.687500000000002,0.18188683613218426,168.1688013251213,58.46044845861221,2.0,4.2589644811943606,13.0,7.5,0.5625184204381448,-3.3652118733512664,-3.7296717756233138
MU,2024-12-18,Semiconductor,50.375731478099404,-4.327805722172433,-16.179023042460038,-4.419354838709679,0.18814156653388317,155.358407706474,54.31112407618173,6.0,-13.512885654915607,19.0,12.5,0.5625184204381448,-3.3652118733512664,-3.7296717756233138
AMZN,2024-12-18,Software,43.2289208192068,-4.5987410359975405,1.2561168873593198,12.239999999999998,0.2857641386734702,117.1609983189469,41.962754347465015,11.0,6.222469930935359,11.0,11.0,0.5625184204381448,-3.3652118733512664,-3.7296717756233138
META,2024-12-18,AI,40.88828896907412,-3.5919540088314945,-0.27126963120023884,3.106382978723404,0.25029474813870195,119.30818918036023,39.70390696067332,14.0,6.149515134822159,12.0,13.0,0.5625184204381448,-3.3652118733512664,-3.7296717756233138
HAL,2024-12-18,Energy,50.27742962071748,-3.824938930121243,-1.4531516876096953,-8.666666666666666,0.15014891946551762,159.34880660935357,48.75810963276182,9.0,6.432510228901256,10.0,9.5,0.5625184204381448,-3.3652118733512664,-3.7296717756233138
CRM,2024-12-18,Software,60.48186031073265,-3.9148617222515205,-0.29653351345427603,23.19230769230769,0.2377172411438393,158.0155559987464,58.00311775752978,3.0,8.928484270489223,7.0,5.0,0.5625184204381448,-3.3652118733512664,-3.7296717756233138
NVDA,2024-12-18,Semiconductor,58.76762060415196,-1.1350530979882483,1.3730424043049883,19.20212765957446,0.27230118256156854,156.82843297031982,56.14277160911111,4.0,9.809233493494208,6.0,5.0,0.5625184204381448,-3.3652118733512664,-3.7296717756233138
AAPL,2024-12-18,Software,33.39501689068233,-2.142177989310781,0.7014675319362668,-7.6730769230769225,0.26572868161694646,107.59239891350697,35.92931077264653,15.0,-13.177620271013302,18.0,16.5,0.5625184204381448,-3.3652118733512664,-3.7296717756233138
TSLA,2024-12-18,Transportation,17.72055478567515,-8.279494369517476,-0.8997322180141977,5.018518518518518,0.30110569559291095,47.84204014291402,19.45183370507347,19.0,-16.345840671198232,20.0,19.5,0.5625184204381448,-3.3652118733512664,-3.7296717756233138
NOW,2024-12-18,Software,36.24872291964124,-4.820042870036595,1.3082126137444874,2.7499999999999996,0.14384053562713378,105.85232822329658,32.27481255612994,17.0,28.083276896718612,3.0,10.0,0.5625184204381448,-3.3652118733512664,-3.7296717756233138
GME,2024-12-18,Entertainment,-10.744766975079573,-8.669228957066535,1.5761848510150236,-10.0,0.2784949800715782,-22.5127959053103,2.631752125694841,21.0,-167.12009574971086,21.0,21.0,0.5625184204381448,-3.3652118733512664,-3.7296717756233138
NFLX,2024-12-18,Entertainment,36.85275141065476,-3.218262588828786,1.4040796364197,16.176470588235293,0.24435532449455238,94.13742831923443,32.770157099011875,16.0,28.462468853857704,2.0,9.0,0.5625184204381448,-3.3652118733512664,-3.7296717756233138
PLTR,2024-12-18,AI,18.071538709000123,-3.8714844428654853,3.775691326506389,12.5,0.3209476231692214,41.39366850383116,15.524426642658629,20.0,39.25484045813039,1.0,10.5,0.5625184204381448,-3.3652118733512664,-3.7296717756233138
AVGO,2024-12-19,Semiconductor,41.191439052514035,-9.120421593051145,1.1313603330206838,14.499999999999998,0.24474588427585947,108.82957127326623,40.38860229604142,12.0,3.0174749644682475,10.0,11.0,2.232779524147399,0.2314413497745312,-1.4968922514759146
NFLX,2024-12-19,Entertainment,39.298171719406525,1.4040796364197,0.7771285016607661,23.428571428571423,0.32851541041369553,94.13742831923443,34.94616197247676,16.0,6.635651925963804,8.0,12.0,2.232779524147399,0.2314413497745312,-1.4968922514759146
TSLA,2024-12-19,Transportation,16.61210897614734,-0.8997322180141977,-3.4642491239586524,1.7560975609756095,0.23818922455238034,47.84204014291402,18.505258795431427,20.0,-6.255141686782018,16.0,18.0,2.232779524147399,0.2314413497745312,-1.4968922514759146
GOOGL,2024-12-19,AI,52.47857415655723,0.05838673774692471,1.538384828274065,9.058823529411766,0.3063453600472286,148.07055358021267,54.179995085673234,6.0,-7.726926985970062,18.0,12.0,2.232779524147399,0.2314413497745312,-1.4968922514759146
MSFT,2024-12-19,Software,56.52289128366894,-0.08231003385616752,-0.09838973914429137,17.357142857142858,0.36749431496830237,151.84403667889563,54.9072150324964,5.0,0.7787786406518116,11.0,8.0,2.232779524147399,0.2314413497745312,-1.4968922514759146
AMD,2024-12-19,Semiconductor,55.29171990076934,-2.0838533336450196,0.27759239458192325,-2.631578947368421,0.33793732455513315,168.1688013251213,57.40420560599792,2.0,-7.352078678929641,17.0,9.5,2.232779524147399,0.2314413497745312,-1.4968922514759146
AMZN,2024-12-19,Software,35.63843153352093,1.2561168873593198,0.7299945952901463,-10.533333333333333,0.2876296149491894,117.1609983189469,39.85464674281699,13.0,-17.558822061348756,21.0,17.0,2.232779524147399,0.2314413497745312,-1.4968922514759146
SMCI,2024-12-19,Semiconductor,41.858851835354,-3.071671688424329,1.1203597440269735,4.75,0.10293628936845206,120.72361921669355,40.541747153824254,11.0,11.731081136206246,5.0,8.0,2.232779524147399,0.2314413497745312,-1.4968922514759146
NOW,2024-12-19,Software,39.509620779514286,1.3082126137444874,1.5239056776374778,12.416666666666664,0.2598674485796113,105.85232822329658,34.68641529725806,17.0,8.995897226785177,6.0,11.5,2.232779524147399,0.2314413497745312,-1.4968922514759146
ACHR,2024-12-19,Transportation,49.491739188044434,-5.9217848521351915,28.266034357192936,27.0,0.140384418276581,121.33483314585675,50.268688133268405,9.0,-0.7212636164687813,12.0,10.5,2.232779524147399,0.2314413497745312,-1.4968922514759146
TDS,2024-12-19,Space / Communication,42.43484681981116,2.0568671413460664,-0.9702970674611467,-16.0,0.0850787617109244,143.21946169772255,42.93471990793629,10.0,3.89994972111094,9.0,9.5,2.232779524147399,0.2314413497745312,-1.4968922514759146
HAL,2024-12-19,Energy,54.68343094860399,-1.4531516876096953,0.7760917812889176,4.666666666666666,0.03481956979173249,159.34880660935357,50.73321673804255,8.0,8.763378241736852,7.0,7.5,2.232779524147399,0.2314413497745312,-1.4968922514759146
MU,2024-12-19,Semiconductor,44.065008994800735,-16.179023042460038,3.479166995180052,-23.249999999999993,0.08661927792817503,155.358407706474,50.89575238238806,7.0,-12.527306895865564,19.0,13.0,2.232779524147399,0.2314413497745312,-1.4968922514759146
SMR,2024-12-19,Energy,28.973268165018382,-0.5232882170373038,3.9978970001650493,37.333333333333336,0.41194285983502255,49.174528301886795,22.66775467908758,18.0,35.59290072196004,2.0,10.0,2.232779524147399,0.2314413497745312,-1.4968922514759146
GSAT,2024-12-19,Space / Communication,80.37509110632651,1.6216200542241166,3.723407054767728,19.444444444444443,0.1896008043596337,221.49122807017548,79.01738234621189,1.0,-3.1886515133714655,14.0,7.5,2.232779524147399,0.2314413497745312,-1.4968922514759146
NVDA,2024-12-19,Semiconductor,57.891302548311415,1.3730424043049883,3.0762201544000844,16.62337662337663,0.22209805123785228,156.82843297031982,56.72561525551121,3.0,-1.491157965613854,13.0,8.0,2.232779524147399,0.2314413497745312,-1.4968922514759146
PLTR,2024-12-19,AI,34.68493570708065,3.775691326506389,8.543328453714679,62.42857142857143,0.23256718883935157,41.39366850383116,21.91126299746597,19.0,91.93128081454734,1.0,10.0,2.232779524147399,0.2314413497745312,-1.4968922514759146
CRM,2024-12-19,Software,52.87495190908943,-0.29653351345427603,2.2068175557529166,0.3333333333333339,0.27596639518855787,158.0155559987464,56.29372914138299,4.0,-12.57717332529429,20.0,12.0,2.232779524147399,0.2314413497745312,-1.4968922514759146
AAPL,2024-12-19,Software,38.29891671186991,0.7014675319362668,1.8815854651340724,6.959183673469387,0.34516754863336313,107.59239891350697,36.71917941905432,15.0,14.684525650160207,4.0,9.5,2.232779524147399,0.2314413497745312,-1.4968922514759146
META,2024-12-19,AI,39.48748799462628,-0.27126963120023884,-1.7327950026537693,-1.060000000000001,0.21427480351861167,119.30818918036023,39.6317673053243,14.0,-3.4259222133441125,15.0,14.5,2.232779524147399,0.2314413497745312,-1.4968922514759146
GME,2024-12-19,Entertainment,-13.312053400519977,1.5761848510150236,6.551722822518184,-17.5,0.07663570375036645,-22.5127959053103,-2.682849716376765,21.0,23.893365313503146,3.0,12.0,2.232779524147399,0.2314413497745312,-1.4968922514759146
ZG,2024-12-20,Entertainment,40.157187454207815,1.878183831205476,-0.528669387820954,42.0,-0.09490726882814299,78.56646963145158,38.23036837870066,14.0,10.615045153932945,6.0,10.0,1.0685390848289669,1.793513904826367,-0.4283531666469478
SMR,2024-12-20,Energy,27.19489255214509,3.9978970001650493,-0.2023313839208102,32.0,0.41014935454848034,49.174528301886795,23.799539147351958,17.0,-6.137987619292662,16.0,16.5,1.0685390848289669,1.793513904826367,-0.4283531666469478
NFLX,2024-12-20,Entertainment,43.40605880998586,0.7771285016607661,0.26401456974763116,35.8235294117647,0.2572186989584207,94.13742831923443,37.06113618185403,15.0,10.45312519857189,7.0,11.0,1.0685390848289669,1.793513904826367,-0.4283531666469478
AMD,2024-12-20,Semiconductor,64.06211470039553,0.27759239458192325,4.377564560093867,23.66666666666667,0.3508761093985685,168.1688013251213,59.06868287959732,2.0,15.862040130721567,3.0,2.5,1.0685390848289669,1.793513904826367,-0.4283531666469478
AAPL,2024-12-20,Software,46.71314431253604,1.8815854651340724,0.3064948573463042,32.099999999999994,0.44703402410114995,107.59239891350697,39.21767064242475,13.0,21.969884067395373,1.0,7.0,1.0685390848289669,1.793513904826367,-0.4283531666469478
CRM,2024-12-20,Software,61.386228033429546,2.2068175557529166,-0.21824531160210578,25.666666666666668,0.4764614348755607,158.0155559987464,57.56685386439463,4.0,16.09699076223081,2.0,3.0,1.0685390848289669,1.793513904826367,-0.4283531666469478
SMCI,2024-12-20,Semiconductor,46.87103984120766,1.1203597440269735,2.5641068989506146,19.75,0.13950030692943277,120.72361921669355,42.124070325670104,9.0,11.97402170888109,5.0,7.0,1.0685390848289669,1.793513904826367,-0.4283531666469478
GSAT,2024-12-20,Space / Communication,82.91193360044912,3.723407054767728,-1.0256461357301043,27.0,0.24457273117185702,221.49122807017548,79.9910201597712,1.0,3.1562545798755837,12.0,6.5,1.0685390848289669,1.793513904826367,-0.4283531666469478
MU,2024-12-20,Semiconductor,49.93921815922664,3.479166995180052,-0.4438543205593467,-5.615384615384614,0.07463138659051242,155.358407706474,50.65661882659771,7.0,13.330779451602993,4.0,5.5,1.0685390848289669,1.793513904826367,-0.4283531666469478
MSFT,2024-12-20,Software,54.814976833744076,-0.09838973914429137,-0.3092089062398102,12.31818181818182,0.2827120041547663,151.84403667889563,54.884155482808325,5.0,-3.021633202295737,14.0,9.5,1.0685390848289669,1.793513904826367,-0.4283531666469478
TSLA,2024-12-20,Transportation,13.258008227163934,-3.4642491239586524,2.2657123925894456,-8.209302325581397,0.1412868641591683,47.84204014291402,17.193446153364555,19.0,-20.190697964956918,17.0,18.0,1.0685390848289669,1.793513904826367,-0.4283531666469478
GOOGL,2024-12-20,AI,54.60370631198317,1.538384828274065,1.6822533614216433,15.470588235294116,0.2699771204427168,148.07055358021267,54.28592289225072,6.0,4.049523428525537,11.0,8.5,1.0685390848289669,1.793513904826367,-0.4283531666469478
NOW,2024-12-20,Software,37.47529850574634,1.5239056776374778,-0.2739968141466208,6.4,0.1735672939424198,105.85232822329658,35.383636099380126,16.0,-5.14892887765388,15.0,15.5,1.0685390848289669,1.793513904826367,-0.4283531666469478
META,2024-12-20,AI,40.59396756952732,-1.7327950026537693,2.494656229976506,2.320000000000001,0.15371352822172074,119.30818918036023,39.87231737137506,11.0,2.802101706372473,13.0,12.0,1.0685390848289669,1.793513904826367,-0.4283531666469478
PLTR,2024-12-20,AI,19.426067395794657,8.543328453714679,0.17380432569131027,16.57142857142857,0.3131051121242379,41.39366850383116,21.28996409704814,18.0,-43.992782457921685,19.0,18.5,1.0685390848289669,1.793513904826367,-0.4283531666469478
AMZN,2024-12-20,Software,39.02747573667166,0.7299945952901463,0.06224408269080593,-0.2999999999999996,0.2214288910680775,117.1609983189469,39.647853991280655,12.0,9.509521203151294,8.0,10.0,1.0685390848289669,1.793513904826367,-0.4283531666469478
AVGO,2024-12-20,Semiconductor,43.71848955545495,1.1313603330206838,5.145270653389923,22.052631578947366,0.27326581415125584,108.82957127326623,41.221074110894804,10.0,6.13489249481971,10.0,10.0,1.0685390848289669,1.793513904826367,-0.4283531666469478
NVDA,2024-12-20,Semiconductor,62.317630036528875,3.076220154400085,3.6896817619177997,29.882352941176464,0.24210419809031739,156.82843297031982,58.12361895076563,3.0,7.645928305937844,9.0,6.0,1.0685390848289669,1.793513904826367,-0.4283531666469478
HAL,2024-12-20,Energy,41.08463311350848,0.7760917812889176,1.1166766391796448,-36.0,-0.09490726882814299,159.34880660935357,48.321070831909026,8.0,-24.868223517059096,18.0,13.0,1.0685390848289669,1.793513904826367,-0.4283531666469478
PLTR,2024-12-22,AI,17.56566100131453,0.0,0.17380432569131027,11.0,0.3033145001124302,41.39366850383116,20.545103477901417,17.0,-9.576855451880428,12.0,14.5,1.1989762677921525,0.0,0.7706231011452047
AVGO,2024-12-22,Semiconductor,41.194677846697815,0.0,5.145270653389923,14.399999999999999,0.35446226682719695,108.82957127326623,41.2157948580554,10.0,-5.772870321962509,8.0,9.0,1.1989762677921525,0.0,0.7706231011452047
AMZN,2024-12-22,Software,42.258746355408285,0.0,0.06224408269080593,9.428571428571429,0.18666931870653455,117.1609983189469,40.17003246410618,11.0,8.279476337488067,2.0,6.5,1.1989762677921525,0.0,0.7706231011452047
MU,2024-12-22,Semiconductor,48.09755513588155,0.0,-0.4438543205593467,-11.4,0.3342577011706313,155.358407706474,50.14480608845447,7.0,-3.687809083180116,6.0,6.5,1.1989762677921525,0.0,0.7706231011452047
ZG,2024-12-22,Entertainment,32.99181415496578,0.0,-0.528669387820954,20.0,0.4089728334457636,78.56646963145158,36.48418363745571,14.0,-17.84331461811881,15.0,14.5,1.1989762677921525,0.0,0.7706231011452047
MSFT,2024-12-22,Software,57.08957564584163,0.0,-0.3092089062398102,19.043478260869566,0.3812119977597105,151.84403667889563,55.32523951541498,5.0,4.149593675824215,3.0,4.0,1.1989762677921525,0.0,0.7706231011452047
CRM,2024-12-22,Software,52.14447878882115,0.0,-0.21824531160210578,-1.9375000000000007,0.35538036771704784,158.0155559987464,56.48237884927994,4.0,-15.055085710064397,14.0,9.0,1.1989762677921525,0.0,0.7706231011452047
NVDA,2024-12-22,Semiconductor,55.78910184607622,0.0,3.6896817619177997,10.208333333333336,0.330539234575498,156.82843297031982,57.65671552982775,3.0,-10.476213852525863,13.0,8.0,1.1989762677921525,0.0,0.7706231011452047
GOOGL,2024-12-22,AI,52.462468659603594,0.0,1.6822533614216433,9.0,0.3168523985981131,148.07055358021267,53.9212320457213,6.0,-3.9214144918028437,7.0,6.5,1.1989762677921525,0.0,0.7706231011452047
NFLX,2024-12-22,Entertainment,33.30307593978229,0.0,0.26401456974763116,5.333333333333333,0.4384661667790969,94.13742831923443,36.30952413343969,15.0,-23.275513020959437,17.0,16.0,1.1989762677921525,0.0,0.7706231011452047
META,2024-12-22,AI,37.23890338633137,0.0,2.494656229976506,-7.777777777777779,0.18629875641168656,119.30818918036023,39.34563457436632,12.0,-8.264932905239098,10.0,11.0,1.1989762677921525,0.0,0.7706231011452047
AAPL,2024-12-22,Software,37.250826755004724,0.0,0.3064948573463042,3.88235294117647,0.27772841033075224,107.59239891350697,38.82430186494074,13.0,-20.25622059226697,16.0,14.5,1.1989762677921525,0.0,0.7706231011452047
ACHR,2024-12-22,Transportation,30.582337548656394,0.0,28.266034357192936,-30.0,0.41217950011243026,121.33483314585675,45.347100487115405,8.0,-38.20718760264526,18.0,13.0,1.1989762677921525,0.0,0.7706231011452047
TDS,2024-12-22,Space / Communication,42.745639591197516,0.0,-0.9702970674611467,-15.0,0.017457075870005997,143.21946169772255,42.8874498287516,9.0,0.7323998898972173,5.0,7.0,1.1989762677921525,0.0,0.7706231011452047
SMR,2024-12-22,Energy,24.865611489555295,0.0,-0.2023313839208102,25.0,0.4223061667790969,49.174528301886795,24.012753615792626,16.0,-8.565141627691652,11.0,13.5,1.1989762677921525,0.0,0.7706231011452047
GSAT,2024-12-22,Space / Communication,77.25406696787375,0.0,-1.0256461357301043,10.0,0.27097283344576356,221.49122807017548,79.4436295213917,1.0,-6.823947273791131,9.0,5.0,1.1989762677921525,0.0,0.7706231011452047
AMD,2024-12-22,Semiconductor,66.35012100406087,0.0,4.377564560093867,30.333333333333332,0.5482283537279504,168.1688013251213,60.524970504490035,2.0,3.5715435157984476,4.0,3.0,1.1989762677921525,0.0,0.7706231011452047
TSLA,2024-12-22,Transportation,14.414599612931216,0.0,2.2657123925894456,-4.799999999999999,0.201758695879626,47.84204014291402,16.637676845277888,18.0,8.723719022873855,1.0,9.5,1.1989762677921525,0.0,0.7706231011452047
PLTR,2024-12-23,AI,13.60579319366191,0.17380432569131027,2.0944290009644297,-0.8750000000000002,0.2987110771545697,41.39366850383116,19.3885517638615,19.0,-22.543232545341073,18.0,18.5,1.359502092892297,1.4543688540994826,2.1301251940375017
SMR,2024-12-23,Energy,17.16259368310518,-0.2023313839208102,6.4875859926169275,2.0,0.31325274742874,49.174528301886795,22.871060293678052,18.0,-30.978597931065323,19.0,18.5,1.359502092892297,1.4543688540994826,2.1301251940375017
AMZN,2024-12-23,Software,42.269827893157995,0.06224408269080593,1.7728630305015778,9.263157894736842,0.38532746579030047,117.1609983189469,40.51999836894815,12.0,0.026223063165464744,13.0,12.5,1.359502092892297,1.4543688540994826,2.1301251940375017
NFLX,2024-12-23,Entertainment,31.634998166330156,0.26401456974763116,2.2678131146331224,0.5000000000000001,0.26756617975604985,94.13742831923443,35.53043647225476,16.0,-5.008779899094917,15.0,15.5,1.359502092892297,1.4543688540994826,2.1301251940375017
GOOGL,2024-12-23,AI,52.55955838620327,1.6822533614216433,0.7604149876223729,9.333333333333336,0.2747882450638209,148.07055358021267,53.69428643580162,6.0,0.18506511241327406,12.0,9.0,1.359502092892297,1.4543688540994826,2.1301251940375017
HAL,2024-12-23,Energy,53.261287015031336,1.1166766391796448,0.6345582797154085,0.5,-0.0649455642595717,159.34880660935357,49.30911406853349,8.0,29.637976485955807,2.0,5.0,1.359502092892297,1.4543688540994826,2.1301251940375017
META,2024-12-23,AI,44.3299502372792,2.494656229976506,1.317000039275771,13.370370370370368,0.31129116110696853,119.30818918036023,40.17635385151846,13.0,19.04203992631699,3.0,8.0,1.359502092892297,1.4543688540994826,2.1301251940375017
ZG,2024-12-23,Entertainment,19.663540244619558,-0.528669387820954,-1.248989617975126,-20.0,0.42415110240709497,78.56646963145158,32.27902278924667,17.0,-40.39872996295995,20.0,18.5,1.359502092892297,1.4543688540994826,2.1301251940375017
MSFT,2024-12-23,Software,53.633237547559766,-0.3092089062398102,0.9373892182115162,8.678571428571425,0.3771045352122648,151.84403667889563,55.04323918743912,5.0,-6.054236800994017,17.0,11.0,1.359502092892297,1.4543688540994826,2.1301251940375017
MU,2024-12-23,Semiconductor,53.47556702506502,-0.4438543205593467,-0.49041733773931145,4.75,0.3182933687210279,155.358407706474,50.6999329112229,7.0,11.181466238751469,6.0,6.5,1.359502092892297,1.4543688540994826,2.1301251940375017
GME,2024-12-23,Entertainment,-0.4766397829116683,6.551722822518184,0.7766982979968704,21.0,0.08287655657529425,-22.5127959053103,-2.131297233010491,21.0,-96.41948714769241,21.0,21.0,1.359502092892297,1.4543688540994826,2.1301251940375017
CRM,2024-12-23,Software,49.86641148269742,-0.2182453116021058,0.4461938776699877,-8.714285714285714,0.2979641636315848,158.0155559987464,55.379717621516185,4.0,-4.368760334818234,14.0,9.0,1.359502092892297,1.4543688540994826,2.1301251940375017
